PID_22,YR_REMODEL_22,RES_FLOOR_22,GROSS_AREA_22,LIVING_AREA_22,BED_RMS_22,FULL_BTH_22,HLF_BTH_22,KITCHEN_22,TT_RMS_22,INT_COND_RANK_22,EXT_COND_RANK_22,OVERALL_COND_RANK_22,BTHRM_STYLE1_RANK_22,BTHRM_STYLE2_RANK_22,KITCHEN_STYLE1_RANK_22,KITCHEN_TYPE_RANK_22,YR_REMODEL_17,RES_FLOOR_17,GROSS_AREA_17,LIVING_AREA_17,BED_RMS_17,FULL_BTH_17,HLF_BTH_17,KITCHEN_17,TT_RMS_17,INT_COND_RANK_17,EXT_COND_RANK_17,OVERALL_COND_RANK_17,BTHRM_STYLE1_RANK_17,BTHRM_STYLE2_RANK_17,KITCHEN_STYLE1_RANK_17,RES_FLOOR_CHG_IND,RES_FLOOR_CHG,GROSS_AREA_CHG_IND,GROSS_AREA_CHG,LIVING_AREA_CHG_IND,LIVING_AREA_CHG,BED_RMS_CHG_IND,BED_RMS_CHG,TT_RMS_CHG_IND,TT_RMS_CHG,FULL_BTH_CHG_IND,FULL_BTH_CHG,HLF_BTH_CHG_IND,HLF_BTH_CHG,KITCHEN_CHG_IND,KITCHEN_CHG,INT_COND_RANK_CHG_IND,INT_COND_RANK_CHG,EXT_COND_RANK_CHG_IND,EXT_COND_RANK_CHG,OVERALL_COND_RANK_CHG_IND,OVERALL_COND_RANK_CHG,BTHRM_STYLE1_RANK_CHG_IND,BTHRM_STYLE1_RANK_CHG,BTHRM_STYLE2_RANK_CHG_IND,BTHRM_STYLE2_RANK_CHG,KITCHEN_STYLE1_RANK_CHG_IND,KITCHEN_STYLE1_RANK_CHG,REMODEL_EVER_FLAG,REMODEL_LAST_5YR
2010608006,2003,1,1490,1406,3,1,0,1,6,3,3,3,2,,2,1,2003,1,1490,1406,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010609000,,1,3070,1485,3,1,0,1,6,3,3,3,2,,2,1,0,1,3070,1485,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010610000,2001,2,2835.1,2227.1,3,2,0,1,7,4,3,3,2,3,3,1,2001,2,2860,2227,3,2,0,1,7,4,3,3,2,3,3,0,0,0,-24.9,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010611000,,1,2725.75,2035.75,3,2,0,1,6,3,3,3,2,2,2,1,0,1,2770,2036,3,2,0,1,6,3,3,3,2,2,2,0,0,0,-44.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010614000,,2,2686,1566,3,1,0,1,7,3,3,3,2,,2,1,0,2,3061,1566,3,1,0,1,7,3,3,3,2,,2,0,0,0,-375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010615000,,1,1478,703,2,1,0,1,4,3,3,3,2,,2,1,0,1,1478,703,2,1,0,1,4,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010617000,,1,1512,720,2,1,0,1,4,3,3,3,2,,1,1,0,1,1512,720,2,1,0,1,4,3,3,3,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010618000,,1,1622.8,892.8,2,2,0,1,5,3,3,3,2,2,2,1,0,1,1966,893,2,2,0,1,5,3,3,3,2,2,2,0,0,0,-343.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010619000,,2,2313.05,1500,3,1,1,1,6,3,3,3,2,2,2,1,0,2,2333,1500,3,1,1,1,6,3,3,3,2,2,2,0,0,0,-19.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010620000,,1.5,2497.6,1305.6,3,2,1,1,5,4,3,3,2,2,2,1,0,1.5,2728,1306,3,2,1,1,5,4,3,3,2,2,2,0,0,0,-230.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010626000,,1,1761,832,1,2,0,1,4,3,3,3,2,2,2,1,0,1,1761,832,1,2,0,1,4,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010658000,,1,2272.5,1627.5,3,1,1,2,8,3,3,3,2,2,2,1,0,1,2295,1628,3,1,1,2,8,3,3,3,2,2,2,0,0,0,-22.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010659000,,1,1656,756,3,1,0,1,6,3,3,3,2,,2,1,0,1,1656,756,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010660000,,1,2052,1026,2,1,0,1,5,3,3,3,2,,2,1,0,1,2052,1026,2,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010662000,2015,1.5,2468.5,1808.5,3,1,1,1,9,4,4,4,3,3,3,1,2015,1.5,2722,1809,3,1,1,1,9,4,4,4,3,3,3,0,0,0,-253.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010664000,2007,2,2087.25,1449,3,1,1,1,7,3,3,3,3,3,3,1,2007,2,2103,1449,3,1,1,1,7,3,3,3,3,3,3,0,0,0,-15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010665000,,1,2489.75,1346.8,3,1,0,1,6,3,3,3,2,,2,1,0,1,3091,1347,3,1,0,1,6,3,3,3,2,,2,0,0,0,-601.25,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010667000,,2,2258,1352,3,1,1,1,8,3,3,3,2,2,2,1,,2,2258,1352,3,1,1,1,8,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010668000,,1.5,2313.6,1237.6,3,1,0,1,6,3,3,3,2,,2,1,0,1.5,2532,1238,3,1,0,1,6,3,3,3,2,,2,0,0,0,-218.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010669000,,1,2462.4,1310.4,3,1,0,1,6,3,3,3,2,,2,1,0,1,3024,1310,3,1,0,1,6,3,2,3,2,,2,0,0,0,-561.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0
2010670000,,1,2602.4,1436.4,2,1,0,1,5,3,3,3,1,,2,1,0,1,3218,1436,2,1,0,1,5,3,3,3,1,,2,0,0,0,-615.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010671000,,1,2382.8,1332.8,3,1,0,1,6,3,3,3,2,,2,1,0,1,2954,1333,3,1,0,1,6,3,3,3,2,,2,0,0,0,-571.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010672000,,1,2128,1120,3,1,0,1,7,3,3,3,2,,3,1,0,1,2560,1120,3,1,0,1,7,3,3,3,2,,2,0,0,0,-432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0
2010672001,,1,2277.5,1260,2,1,0,1,7,3,3,3,2,,2,1,0,1,2840,1260,2,1,0,1,7,3,3,3,2,,2,0,0,0,-562.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010673000,,1.5,3353,1913,3,1,1,1,6,3,3,3,2,2,2,1,0,1.5,3668,1913,3,1,1,1,6,3,3,3,2,2,2,0,0,0,-315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010674000,,2,2019,1274,3,1,1,1,6,3,3,3,1,1,1,1,0,2,2019,1274,3,1,1,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0
2010676000,1996,1,3119,1119,2,1,1,1,6,3,3,3,2,2,2,0,1996,1,3119,1119,2,1,1,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010677000,,1,1645,1255,2,1,0,1,4,3,3,3,2,,2,0,0,1,1645,1255,2,1,0,1,4,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010679000,,1,1571,754,2,1,0,1,5,3,3,3,2,,2,1,0,1,1571,754,2,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010680000,,1,2274.25,1270,3,1,0,1,7,3,3,3,2,,2,1,0,1,2778,1270,3,1,0,1,7,3,3,3,2,,2,0,0,0,-503.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010681000,,1,2842.4,1625.4,3,2,0,1,7,4,3,3,3,3,3,1,0,1,3539,1625,3,1,0,1,6,3,3,3,2,,2,0,0,0,-696.6,1,0.4,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,,1,1,0,0
2010682000,,1,1376,672,1,1,0,1,4,3,3,3,2,,2,1,0,1,1376,672,1,1,0,1,4,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010683000,1997,1.5,2415.6,1377,3,1,1,1,5,3,3,3,2,2,2,1,1997,1.5,2689,1377,3,1,1,1,5,3,3,3,2,2,2,0,0,0,-273.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010684000,,1,2292.6,1056,3,1,0,1,5,3,3,3,3,,2,1,0,1,2319,1056,2,1,0,1,5,3,3,3,3,,2,0,0,0,-26.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010685000,2003,1.5,3792.6,2223.6,3,2,1,1,10,4,3,4,3,3,3,1,2003,1.5,4167,2224,3,2,1,1,10,4,3,4,3,3,3,0,0,0,-374.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010687000,,1,925,925,3,1,0,1,5,3,3,3,2,,2,0,0,1,925,925,3,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010688000,2018,1,2106.55,1618.55,4,2,0,1,8,4,3,3,2,2,2,1,1990,1,2142,1619,3,1,0,1,5,3,3,3,2,,2,0,0,0,-35.45,0,-0.45,1,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,1,1
2010688001,,1,2550.9,1967.9,4,2,0,2,7,3,3,3,2,2,2,1,0,1,2594,1968,4,2,0,2,7,3,3,3,2,2,2,0,0,0,-43.1,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010688002,,1,2127.95,1418.95,2,1,0,1,5,3,3,3,2,,2,1,0,1,2152,1419,2,1,0,1,5,3,3,3,2,,2,0,0,0,-24.05,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010688003,,1,2440.55,1710.55,4,3,0,2,8,3,3,3,2,2,2,1,0,1,2478,1711,4,3,0,2,8,3,3,3,2,2,2,0,0,0,-37.45,0,-0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010688040,,1,2042.8,1346.8,4,2,0,1,7,3,3,3,2,2,2,1,0,1,1985,1347,4,2,0,1,7,3,3,3,2,2,2,0,0,1,57.8,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010688050,2004,1,3797.75,1739,4,2,0,1,8,4,3,3,3,3,3,0,2004,1,3838,1739,4,2,0,1,8,4,3,3,3,3,3,0,0,0,-40.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010688060,,1,2237,1190,3,1,0,1,6,3,3,3,2,,2,1,0,1,2249,1190,3,1,0,1,6,3,3,3,2,,2,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010688070,,2,4596,2824,4,2,1,1,8,5,4,4,3,3,4,1,0,1,2450,1225,3,1,0,1,6,3,3,3,2,,2,1,1,1,2146,1,1599,1,1,1,2,1,1,1,1,0,0,1,2,1,1,1,1,1,1,0,,1,2,0,0
2010689001,2018,1,2437.6,1209.6,2,1,0,1,6,3,3,3,3,,2,1,1990,1,2956,1210,2,1,0,1,6,3,3,3,2,,2,0,0,0,-518.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,1,1
2010689002,2008,1,1972,1134,3,1,0,1,6,4,3,3,2,,3,1,2008,1,2458,1134,3,1,0,1,6,4,3,3,2,,3,0,0,0,-486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010689003,2017,1.5,2620.8,1468.8,3,2,0,1,6,4,3,4,3,3,3,1,0,1.5,2880,1469,3,2,0,1,6,3,3,3,1,1,2,0,0,0,-259.2,0,-0.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,2,1,1,1,0
2010689004,,1,2582.55,1054,3,2,0,1,5,3,2,3,2,3,2,1,0,1,2621,1054,3,2,0,1,5,3,2,3,2,3,2,0,0,0,-38.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010689005,,1,2310.4,1075.2,3,2,0,1,6,3,3,3,2,2,2,1,0,1,2800,1075,3,2,0,1,6,3,3,3,2,2,2,0,0,0,-489.6,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010689006,,1,2216,992,1,1,0,1,4,3,3,3,2,,2,1,0,1,2216,992,1,1,0,1,4,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010689007,,1,1900,1120,3,1,0,1,6,3,3,3,2,,2,1,0,1,2400,1120,3,1,0,1,6,3,3,3,2,,2,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010689008,,1.5,2291.4,1425.6,3,2,0,1,6,3,3,3,2,2,2,1,0,1.5,2544,1426,3,2,0,1,6,3,3,3,2,2,2,0,0,0,-252.6,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010689009,2003,2,2850.7,1764,3,1,0,1,8,3,3,3,2,,2,0,2003,2,2870,1764,3,1,0,1,8,3,3,3,2,,2,0,0,0,-19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010689010,,2,2968,1772,3,1,0,1,7,3,3,3,2,,2,1,0,2,2995,1772,3,1,0,1,7,3,3,3,2,,2,0,0,0,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010689011,,1,2808,1568,3,1,0,1,6,3,3,3,2,,2,1,0,1,3480,1568,3,1,0,1,6,3,3,3,2,,2,0,0,0,-672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010689012,2002,2,3200,2106,3,2,0,1,8,4,3,4,3,3,3,1,2002,2,3200,2106,3,2,0,1,8,4,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010689013,,2,2646,1716,3,2,0,1,5,4,3,4,2,2,2,1,0,2,2686,1716,3,2,0,1,5,4,3,4,2,2,2,0,0,0,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010689014,,1,2199.75,1134,3,1,0,1,6,3,3,3,2,,2,1,0,1,2706,1134,3,1,0,1,6,3,3,3,2,,2,0,0,0,-506.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010689015,2012,1,2336.2,1168,2,1,0,1,5,3,3,3,3,,3,1,2012,1,2380,1168,2,1,0,1,5,3,3,3,3,,3,0,0,0,-43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010689022,,1,2091,999,3,1,1,1,6,3,3,3,2,2,2,1,0,1,2091,999,3,1,1,1,6,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010689026,,1,2048.85,1044,3,2,0,1,5,3,3,3,2,2,2,1,0,1,2088,1044,3,2,0,1,5,3,3,3,2,2,2,0,0,0,-39.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010689028,,1,2008.6,900,3,1,1,1,6,3,3,3,2,2,2,1,0,1,2032,900,3,1,1,1,6,3,3,3,2,2,2,0,0,0,-23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010689030,,1,2129.05,1078,3,1,1,1,5,3,3,3,2,1,2,0,0,1,2156,1078,3,1,1,1,5,3,3,3,2,1,2,0,0,0,-26.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010689032,2011,1,3086.65,1476,4,2,0,1,7,4,3,3,3,3,3,1,2011,1,3142,1476,4,2,0,1,7,4,3,3,3,3,3,0,0,0,-55.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010689034,2003,2,3820.05,2020,3,1,1,1,5,4,3,4,3,3,3,1,2003,2,3847,2020,3,1,1,1,5,4,3,4,3,3,3,0,0,0,-26.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010689036,,1,2082,925,3,1,0,1,5,3,3,3,2,,2,1,0,1,2082,925,3,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010689038,,1,2009.3,925,3,1,1,1,5,3,3,3,2,2,3,1,0,1,2044,925,3,1,1,1,5,3,3,3,2,2,3,0,0,0,-34.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010689042,2009,1,2071.3,1584.3,3,2,1,1,7,4,4,4,3,3,3,0,2009,1,2106,1584,3,2,1,1,7,4,4,4,3,3,3,0,0,0,-34.7,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010689044,,1,1866,825,2,1,0,1,4,3,3,3,2,,2,1,0,1,1866,825,2,1,0,1,4,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010710000,1990,1,1862,873,2,1,0,1,4,3,3,3,2,,2,0,1990,1,1862,873,2,1,0,1,4,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010711000,,1,2006,970,2,1,0,1,5,3,3,3,2,,2,1,0,1,2006,970,2,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010712000,2001,2,2432,1600,3,2,0,1,7,4,3,4,3,2,3,1,2001,2,2452,1600,3,2,0,1,7,4,3,4,3,2,3,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010713000,2016,2,2218,1284,3,1,1,1,6,3,3,3,2,3,2,1,0,2,2218,1284,3,1,0,1,6,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010714000,2007,1,2080,1040,3,1,0,1,5,4,3,3,3,,3,1,2007,1,2080,1040,3,1,0,1,5,4,3,3,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010715000,,1,2160,1080,2,1,1,1,5,3,3,3,2,2,2,1,0,1,2160,1080,2,1,1,1,5,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010716000,,2,2086,1466,3,1,1,1,6,3,3,3,2,1,2,1,0,2,2086,1466,3,1,1,1,6,3,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010717000,2010,1.5,2397.4,1468.8,3,1,1,1,6,3,3,3,2,3,3,1,2010,1.5,2689,1469,3,1,1,1,6,3,3,3,2,3,3,0,0,0,-291.6,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010719000,2002,1.5,2572,1464,3,1,1,1,7,3,3,3,3,2,2,1,2002,1.5,2740,1464,3,1,1,1,7,3,3,3,3,2,2,0,0,0,-168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010720000,2011,2,3485,2023,3,1,1,1,8,3,3,3,2,2,3,1,2011,2,3485,2023,3,1,1,1,8,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010721000,,2,2758,1569,3,2,1,1,6,3,3,3,2,2,2,1,0,2,2781,1569,2,1,1,1,6,3,3,3,2,2,2,0,0,0,-23,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010722000,2014,1.5,2820,1648,4,2,0,1,10,4,4,4,3,3,3,1,2014,1.5,3376,1648,5,2,0,1,10,4,4,4,3,3,3,0,0,0,-556,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010723000,2010,1.5,1753.3,1035.3,2,1,0,1,5,4,2,3,3,,3,1,1984,1.5,1936,1035,2,1,0,1,5,3,2,3,2,,2,0,0,0,-182.7,1,0.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,,1,1,1,0
2010724000,1974,1,1937,852,2,1,0,1,5,3,3,3,2,,2,1,1974,1,1937,852,2,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010725000,,1,1758,744,2,1,0,1,4,3,3,3,2,,2,1,0,1,1758,744,2,1,0,1,4,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010726000,,1,2029,996,2,1,0,1,5,3,3,3,2,,2,1,0,1,2029,996,2,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010732000,2017,1.5,2738.1,1650.1,3,1,1,1,7,4,3,4,3,3,2,0,0,1.5,3027,1650,2,1,1,1,7,3,3,3,1,1,1,0,0,0,-288.9,1,0.1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,2,1,1,1,0
2010733000,,1.5,2308,1224,3,1,1,1,6,3,3,3,1,2,1,1,0,1.5,2524,1224,3,1,1,1,6,3,3,3,1,1,1,0,0,0,-216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2010735000,,2,2072,1248,2,1,0,1,5,3,3,3,2,,2,1,0,2,2072,1248,2,1,0,1,5,3,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010736000,2009,1.5,3038.6,1679.6,4,2,0,1,7,4,3,4,3,3,3,1,2009,1.5,3335,1680,3,2,0,1,5,3,3,3,3,3,3,0,0,0,-296.4,0,-0.4,1,1,1,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
2010737000,,2,2202,1376,3,1,0,1,6,3,3,3,2,,1,1,0,2,2202,1376,3,1,0,1,6,3,3,3,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010738000,1967,1,2736,1540,3,1,0,1,5,3,2,3,1,,1,1,1967,1,3396,1540,3,1,0,1,5,3,2,3,1,,1,0,0,0,-660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010739000,,1,2432,1120,3,1,0,1,6,3,4,3,2,,2,1,0,1,2912,1120,3,1,0,1,6,3,4,3,2,,2,0,0,0,-480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010740000,,1,1879.2,1075.2,2,1,0,1,5,3,3,3,2,,2,1,0,1,2340,1075,2,1,0,1,5,3,3,3,2,,2,0,0,0,-460.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010741000,,1.5,2263.4,1398.4,3,1,1,1,7,3,3,3,2,2,2,1,0,1.5,2435,1398,3,1,1,1,7,3,3,3,2,2,2,0,0,0,-171.6,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010742000,,1,1860,1015,3,1,0,1,6,2,3,3,1,,1,1,0,1,2295,1015,3,1,0,1,6,2,3,3,1,,1,0,0,0,-435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2010743000,2015,2,1968,1424,4,2,0,2,8,3,3,3,3,3,3,1,2015,2,1984,1424,4,2,0,2,8,3,3,3,3,3,3,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010744000,2015,1.5,3243.6,1675.6,2,1,0,1,5,3,3,3,3,,3,1,2015,1.5,3474,1676,2,1,0,1,5,3,3,3,3,,3,0,0,0,-230.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2010746000,1989,2,2316,1488,3,2,0,1,7,3,3,3,2,3,2,1,1989,2,2316,1488,3,2,0,1,7,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
